ID	分類	作業種別	機能グループ	機能名	項目	概要	成果物と完了条件	人日	担当（案②: 一部移管）	担当（案③: アプリ構築）	判断根拠	根拠の補足	スコープ	当初想定	依存	状態	出典	機能ID
GD-17	GD アプリ向けガイド	ガイド・手順書の執筆	JWT の発行	アプリへの JWT 発行	第4部 ID Token検証	ログインした本人を表す情報を検証する手順	ガイド 1 章。必須の検証項目と、追加情報を問い合わせた場合の突き合わせ要件が示されている	1	基盤チーム	基盤チーム	認証の中核	顧客IdPへ委ねる中核で、これが無いと基盤の存在理由が無い	対象	当初あり	—	未着手		F-AZ-10
HB-F-AZ-07	HB-F 機能仕様書	設計書の執筆	JWT の発行	システム間 JWT の発行	機能仕様書: システム間 JWT の発行	人ではなくシステムがKeycloak-Broker の入口を呼ぶときの資格を発行する。顧客の人事システムからの受信や、定期処理からの呼び出しで使う	機能仕様書。発行の条件・要求できる範囲・有効期限・失効のさせ方が定まっている	1.5	基盤チーム	基盤チーム	認証の中核	顧客システム連携の呼び出し元をどう確認するかがこれで決まる。資格の管理方法が決まらないと受信窓口を開けられない	対象	新規: 機能追加	—	未着手		F-AZ-07
HA-14	HA 全体・方式設計	設計書の執筆	認可・権限判定	顧客番号と基盤識別子の対応づけ	共通：採番設計（ID 採番方式・重複回避）	各種の識別番号を誰がどう採番するかの方針	方式設計。重複しない仕組みと、採番の責任者が定まっている	2	共同	共同	業務データ	識別番号のうちユーザを指すものはKeycloak-Brokerが発行するため共通。アプリ内の番号はアプリが決める	対象	新規: 機能追加	—	未着手		F-PROV-16
HD-19	HD データ設計	調査・計画	認可・権限判定	顧客番号と基盤識別子の対応づけ	ユーザを識別する値の取り決め（アプリチームと協議）	アプリがユーザを一意に指す値を何にするかを、アプリチームと決める	合意記録。使う値と、変わらないことの保証が定まっている	1	要判断	アプリチーム	業務ルール依存	アプリ側の作りに依存するため協議して決める。後から変えられない値	対象	新規: 機能追加	—	未着手		F-PROV-16
HB-F-AZ-05a	HB-F 機能仕様書	設計書の執筆	認可・権限判定	顧客越境の防止（Keycloak-Broker 側）	機能仕様書: 他顧客の顧客IdPで入れてしまうことの防止	ユーザが自分の顧客以外の顧客IdPを使ってログインできないようにする	機能仕様書。判定の場所と、防げなかった場合の記録の残し方が定まっている	0.5	基盤チーム	基盤チーム	事故防止	権限データ側の越境防止はアプリの責務だが、Keycloak-Broker 側の越境は基盤の責務	対象	新規: 機能追加	—	未着手		F-AZ-05
D-15	D 判断	調査・計画	認可・権限判定	管理操作の 3 段階権限確認	権限を一時的に上げる仕組みの置き場所	一時的に強い権限を出す機能をどこに置くかを決める	決定記録。一時的に強い権限を出す仕組みをどこに置くかが 1 つに確定している	1	基盤チーム	基盤チーム	構成の前提	【省略・吸収】ステップアップ認証は不要と決定。人日は復活時のために残す	対象外：省略・吸収	新規: 機能追加	—	未着手		F-AZ-06
HJ-09	HJ Keycloak の作り込み	設計書の執筆	アプリ連携	アプリの接続登録（クライアント登録）	Client 登録テンプレート（アプリオンボーディング標準）	新しいアプリを接続するときの登録内容のひな形	ひな形。必要な設定が漏れなく含まれ、宛先の設定漏れを防ぐ仕組みがある	1	基盤チーム	基盤チーム	製品機能	Keycloak-Brokerをどう組むかは、ユーザ管理を誰が作るかとは無関係に決まる	対象	新規: 自社構築	—	未着手		F-INT-13
HE-24	HE つなぎ目設計	設計書の執筆	アプリ連携	アプリ向け管理 API の公開	管理 API の内部公開経路と呼び出し元の権限範囲	アプリ側の管理 API（idm-api）が Keycloak-Broker の管理 API を呼ぶ経路（内部 NLB・インターネット非露出）、呼び出し元の資格（システム間 JWT）と許す操作の範囲、記録の残し方を決める	接続仕様。経路・資格・許す操作の一覧が定まっている	2	基盤チーム	基盤チーム	事故防止	禁則 K-10（管理 API は内部経路のみ）の実体。ユーザの停止・全セッション破棄など管理画面からの操作はここを通る	対象	新規: 機能追加	—	未着手		F-INT-14
HB-F-INT-01	HB-F 機能仕様書	設計書の執筆	業務システムへの認証提供	業務システムへの認証提供	機能仕様書: ServiceNow へのログイン提供（SAML）	業務システムに対して、Keycloak-Broker が認証の提供元として振る舞う	機能仕様書。交換する情報と、ログアウトの扱いが定まっている	2	基盤チーム	基盤チーム	認証の中核	業務システムは旧方式（SAML）でしか受けられないため、専用の設計が要る	対象	新規: 機能追加	—	未着手		F-INT-01
HE-16	HE つなぎ目設計	設計書の執筆	業務システムへの認証提供	業務システムへの認証提供	外部 IF: ServiceNow	業務システムとやり取りする情報の項目と形式を決める	接続仕様。項目・必須の区別・エラー時の扱いが定まっている	3	基盤チーム	基盤チーム	認証の中核	相手方の仕様に合わせる必要があり、事前に確定していないと接続できない	対象	新規: 機能追加	—	未着手		F-INT-01
GD-13	GD アプリ向けガイド	ガイド・手順書の執筆	業務システムへの認証提供	業務システムへの認証提供	第 3 部 既存の旧方式アプリ向け	旧方式でしか受けられないアプリの接続方法を手引きにする	ガイドの章。設定手順と注意点が書かれている	2	基盤チーム	アプリチーム	認証の中核	業務システム以外にも旧方式のアプリがある想定	対象	新規: 機能追加	—	未着手		F-INT-01
HB-F-INT-02	HB-F 機能仕様書	設計書の執筆	業務システムへの認証提供	業務システム側のユーザ自動作成	機能仕様書: ServiceNow 側のユーザ自動作成	業務システム側で、初回ログイン時にユーザを自動作成させる	機能仕様書。渡す属性と、業務システム側に求める設定が定まっている	2	基盤チーム	アプリチーム	認証の中核	業務システム側にユーザがいないとログイン後に何もできない	対象	新規: 機能追加	—	未着手		F-INT-02
HB-F-INT-03	HB-F 機能仕様書	設計書の執筆	業務システムへの認証提供	業務システムから他アプリへの連携	機能仕様書: 業務システムから他アプリへの連携	業務システムにログインした状態から、他のアプリを呼べるようにする	機能仕様書。引き継ぐ情報と、引き継がない情報が定まっている	1	基盤チーム	アプリチーム	後から追加可能	業務システムを起点にした導線。無くても各アプリへ直接ログインできる	対象	新規: 機能追加	—	未着手		F-INT-03
HG-04	HG 権限・監査	設計書の執筆	監査・記録	監査ログの出力と保管	運用設計：監査ログ イベント一覧	記録に残すできごとの一覧を作る。あわせて、ログをどの水準でどんな形式で出すかの出力方式もここで決める。出力先は全体の共通基盤とし、集約はそちらで行う	→ 収載先: ログ設計書。イベント一覧。監査で必要な操作が漏れなく含まれている	1	基盤チーム	基盤チーム	画面のみ	見る画面はアプリでよいが、記録そのものは改ざん防止のため基盤が持つ	対象	新規: 非機能・運用	—	未着手		F-ADM-25
HG-05	HG 権限・監査	設計書の執筆	監査・記録	監査ログの出力と保管	運用設計：監査ログ 取得項目・保持年数・置き場所	記録に残す項目と保持年数を決める。置き場所は全体の共通基盤とし、参照は保管先で行う（Keycloak-Broker に照会画面は作らない）。管理操作の記録の置き場所（D-9.2）を含む	→ 収載先: ログ設計書。項目表。すべての記録に保存年数が紐づいている	1	基盤チーム	基盤チーム	画面のみ	全体の共通基盤へ出力して集約する。Keycloak-Broker 側に照会の仕組みは作らないため、出す形式と項目をここで確定させる必要がある	対象	新規: 非機能・運用	HG-04	未着手		F-ADM-25
D-9.2	D 判断	調査・計画	監査・記録	監査ログの出力と保管	管理操作の記録の置き場所と保存年数	誰が何をしたかの記録を、ブランドごとに分けて持つか中央に集めるかを決める	判断記録。保存年数との整合を含め、置き場所が定まっている	1	基盤チーム	基盤チーム	画面のみ	【省略・吸収】HG-05 に吸収（監査ログの置き場所・保持年数）。人日は復活時のために残す	対象外：省略・吸収	新規: 非機能・運用	—	未着手		F-ADM-25
HD-14	HD データ設計	設計書の執筆	監査・記録	監査ログの出力と保管	管理操作の記録テーブル定義（ブランド単位）	誰が何をしたかの記録を保持する表の定義。顧客のまとまりごとに分けて持つ	表定義。記録する項目と、他顧客の記録が混ざらない仕組みが定まっている	2	基盤チーム	基盤チーム	改ざん防止	【省略・吸収】② 詳細設計 DDD-07 で計上。人日は復活時のために残す	対象外：省略・吸収	新規: 非機能・運用		未着手		F-ADM-25
HK-07	HK 顧客提供成果物	ガイド・手順書の執筆	監査・記録	本人からの開示・削除請求への対応	本人からの開示・削除請求への対応手順	本人から求められたときに、保有しているデータを開示し、または消すまでの手順を決める	手順書。受付から回答までの期限・確認方法・記録の残し方が定まっている	1	基盤チーム	基盤チーム	法令・契約	顧客が本人対応の窓口になるため、本基盤側の手順が無いと顧客が答えられない	対象	新規: 非機能・運用	—	未着手		F-ADM-24
HB-F-BAT-04	HB 機能設計	設計書の執筆	鍵・証明書管理	JWT 署名鍵の定期入れ替え	機能仕様書: JWT署名鍵ローテ	JWT の署名に使う鍵を定期的に入れ替える処理。切り替え中も止めないための並走期間を含む	→ 収載先: 鍵・証明書管理設計書。機能仕様書 1 本。入れ替え周期・並走期間と、失敗時の手動手順が定義されレビュー承認済み	0.5	基盤チーム	基盤チーム	事故防止	入れ替えを止めると、漏れた鍵がいつまでも有効なままになる	対象	新規: 非機能・運用	—	未着手	ADR-045、DU-U7-02	F-BAT-04
GD-18	GD アプリ向けガイド	ガイド・手順書の執筆	鍵・証明書管理	JWT 署名鍵の定期入れ替え	第4部 JWKS取得・鍵ローテ追随	署名の検証に使う鍵の取得方法と、鍵が入れ替わっても止まらないための保持方法。鍵をアプリ内に直接書くことは禁止	ガイド 1 章。取得の頻度・保持期間・未知の鍵が来た場合の動き・取得できないときの継続方法が数値で示されている	2	基盤チーム	基盤チーム	認証の中核	顧客IdPへ委ねる中核で、これが無いと基盤の存在理由が無い	対象	当初あり	—	未着手		F-BAT-04
HB-F-BAT-05	HB 機能設計	設計書の執筆	鍵・証明書管理	アプリの接続用パスワードの定期入れ替え	機能仕様書: client_secretローテ	アプリごとの接続用パスワードを定期的に入れ替える処理	→ 収載先: 鍵・証明書管理設計書。機能仕様書 1 本。入れ替え周期と、切り替え中に接続が切れないための扱いが定義されレビュー承認済み	0.5	基盤チーム	基盤チーム	事故防止	入れ替えを止めると、漏れた鍵がいつまでも有効なままになる	対象	新規: 非機能・運用	—	未着手	D-U7-10b、DU-U7-12	F-BAT-05
HB-F-BAT-07	HB 機能設計	設計書の執筆	鍵・証明書管理	顧客IdP・本基盤の証明書の期限監視	機能仕様書: 証明書期限監視・通知	証明書の期限切れが近いものを検出して通知する処理	→ 収載先: 鍵・証明書管理設計書。機能仕様書 1 本。通知するタイミングと、通知先が定義されレビュー承認済み	0.5	基盤チーム	基盤チーム	事故防止	切れると全顧客のログインが黙って止まるため、期限の監視は外せない	対象	新規: 非機能・運用	—	未着手	D-12	F-BAT-07
HH-06	HH 運用設計	設計書の執筆	監視・検知	不正なログインの兆候の検知	運用設計：不正兆候の検知項目と通知	ログイン失敗の急増・同一送信元の連続試行・新しい顧客IdP からの大量の初回作成など、不正の兆候として見張る項目と通知先を決める。検知して知らせるまでとし、自動遮断はしない	項目一覧。検知の条件・閾値・通知先が定まっている	1	基盤チーム	基盤チーム	事故防止	ADR-035 Phase 1a（検知通知のみ）。監視項目（HH-01〜03）とは別に不正の観点で持つ	対象	新規: 非機能・運用	—	未着手		F-INT-08
