WBS ID	機能ID	機能グループ	機能名	アプリ移管	判断根拠	根拠の補足	構成前提	当初想定	概要	成果物と完了条件
HB-F-INT-05	F-INT-05	アカウント間連携	停止イベントのアカウント間配送	基盤	利用者が 1 箇所になり不要	停止の事実を別アカウントへ運ぶ経路だったが、運ぶ相手がいなくなる	認証製品を 2 つ持つ（不採用）	新規: 機能追加	利用者を止めた事実を、アカウントをまたいで別システムへ届ける経路の機能	機能仕様書 1 本。伝える内容と、二重に届いた場合の扱いが定義されレビュー承認済み
HB-F-INT-06	F-INT-06	アカウント間連携	識別子のアカウント間伝達	アプリ移管	利用者が 1 箇所になり不要	識別子を別アカウントへ運ぶ経路だったが、同様に相手がいなくなる	認証製品を 2 つ持つ（不採用）	新規: 機能追加	初回ログインした人の識別子を、アカウントをまたいで権限管理側へ伝える連携	機能仕様書 1 本。伝える内容と、順序が入れ替わった場合の扱いが定義されレビュー承認済み
HB-F-INT-07	F-INT-07	アプリへの通知	通知メールの送信	基盤	製品機能	パスワード再設定などの定型メールは認証製品が送るため、基盤側に残る	—（構成に依存しない）	新規: 非機能・運用	招待・パスワード再設定・注意喚起などのメールを送る機能	機能仕様書 1 本。送信する種類と、届かなかった場合の扱いが定義されレビュー承認済み
HB-F-INT-08	F-INT-08	監視・検知	不正兆候の検知	基盤	事故防止	ネットワーク分離は「持ち出し」を防ぐが「悪用」は防がないため、異常な操作の検知とセットで初めて成立する。分離を維持する判断（2026-09-02）に伴い Phase 1 必須へ戻した	—（構成に依存しない）	新規: 非機能・運用	不正なログインの兆候を検知して通知する機能	機能仕様書 1 本。検知する事象の種類と、検知後に何をするかが定義されレビュー承認済み
HB-F-INT-09	F-INT-09	監視・検知	定期的な擬似ログインによる障害検知	基盤	代替手段あり	通常のシステム監視と手動更新で代替でき、無くても認証は止まらない	—（構成に依存しない）	新規: 非機能・運用	本物の利用者を模した定期的なログイン試行で、障害を利用者より先に見つける機能	機能仕様書 1 本。試行の頻度・対象と、失敗時の通知先が定義されレビュー承認済み
HB-F-INT-10	F-INT-10	監視・検知	アプリ設置状況の巡回確認	基盤	代替手段あり	通常のシステム監視と手動更新で代替でき、無くても認証は止まらない	—（構成に依存しない）	新規: 機能追加	アプリ側の設置状況を基盤側から定期的に見に行き、設定漏れを見つける機能	機能仕様書 1 本。巡回の対象と、差分が見つかった場合の扱いが定義されレビュー承認済み
HB-F-INT-11	F-INT-11	接続情報の追随	接続情報の自動追随	基盤	代替手段あり	通常のシステム監視と手動更新で代替でき、無くても認証は止まらない	—（構成に依存しない）	新規: 機能追加	顧客の認証システムの接続情報を定期的に取り直し、証明書の入れ替えに自動追随する機能	機能仕様書 1 本。取得の頻度と、取得できなかった場合の代替手順が定義されレビュー承認済み
HB-F-INT-12	F-INT-12	アプリへの通知	状態変化の即時通知	基盤	後から追加可能	検知が無くても認証は動く。まず動かしてから精度を上げる順序にできる	—（構成に依存しない）	新規: 機能追加	利用者の状態変化をアプリ側へ即時に伝える新方式。初期リリースでは対象外	機能仕様書 1 本（対象外の宣言を含む）。将来導入する場合の前提と、当面は代替手段で運用する旨が明記されレビュー承認済み
HB-F-BAT-01	F-BAT-01	利用者の整理	長期未使用者の自動停止	基盤	事故防止	止め忘れが退職者の不正アクセスに直結するため、基盤側で確実に止める必要がある	—（構成に依存しない）	新規: 機能追加	長期間ログインのない利用者を自動で使えない状態にする定期処理	機能仕様書 1 本。対象とする利用者の条件・除外条件と、実行頻度が定義されレビュー承認済み
HB-F-BAT-02	F-BAT-02	データの突合と再送（伝えそこないの回収）	停止伝播の突合（短間隔）	基盤	利用者が 1 箇所になり不要	伝えそこないを拾い直す仕組みだが、そもそも伝える処理が無くなるため拾い直す対象も無い	認証製品を 2 つ持つ（不採用）	新規: 非機能・運用	止めた事実が確実に伝わったかを短い間隔で突き合わせ、漏れを直す処理	機能仕様書 1 本。突き合わせの間隔と、ずれを見つけた場合の直し方が定義されレビュー承認済み
HB-F-BAT-03	F-BAT-03	データの突合と再送（伝えそこないの回収）	日次の整合突合	基盤	事故防止	伝えそこないを拾い直す仕組みが無いと、止めたつもりが止まっていない状態になる	—（構成に依存しない）	新規: 非機能・運用	システム間の情報のずれを 1 日 1 回突き合わせる処理	機能仕様書 1 本。突き合わせる対象と、差分の報告先が定義されレビュー承認済み
HB-F-BAT-04	F-BAT-04	鍵・証明書の維持	署名鍵の定期入れ替え	基盤	事故防止	入れ替えを止めると、漏れた鍵がいつまでも有効なままになる	—（構成に依存しない）	新規: 非機能・運用	通行証の署名に使う鍵を定期的に入れ替える処理。切り替え中も止めないための並走期間を含む	機能仕様書 1 本。入れ替え周期・並走期間と、失敗時の手動手順が定義されレビュー承認済み
HB-F-BAT-05	F-BAT-05	鍵・証明書の維持	接続用パスワードの定期入れ替え	基盤	事故防止	入れ替えを止めると、漏れた鍵がいつまでも有効なままになる	—（構成に依存しない）	新規: 非機能・運用	アプリごとの接続用パスワードを定期的に入れ替える処理	機能仕様書 1 本。入れ替え周期と、切り替え中に接続が切れないための扱いが定義されレビュー承認済み
HB-F-BAT-06	F-BAT-06	アカウント・権限の点検	管理者不在アカウントの検出	基盤	後から追加可能	必要になってから足せる仕組みで、初期に無くても困らない	—（構成に依存しない）	新規: 機能追加	管理する責任者がいなくなったシステム用アカウントを検出して通知する処理	機能仕様書 1 本。未使用と判断する条件と、通知先・対応期限が定義されレビュー承認済み
HB-F-BAT-07	F-BAT-07	鍵・証明書の維持	証明書期限の監視	基盤	事故防止	切れると全顧客のログインが黙って止まるため、期限の監視は外せない	—（構成に依存しない）	新規: 非機能・運用	証明書の期限切れが近いものを検出して通知する処理	機能仕様書 1 本。通知するタイミングと、通知先が定義されレビュー承認済み
HB-F-BAT-08	F-BAT-08	アカウント・権限の点検	権限棚卸しの定期起動	アプリ移管	業務ルール依存	見直しの周期も承認者も業務ごとに違うため、基盤で一律に決められない	—（構成に依存しない）	新規: 非機能・運用	権限の棚卸しを定期的に開始する処理	機能仕様書 1 本。開始の周期・対象範囲と、未対応時の扱いが定義されレビュー承認済み
HB-F-BAT-09	F-BAT-09	利用者の整理	保存期限切れデータの消去	基盤	後から追加可能	必要になってから足せる仕組みで、初期に無くても困らない	記録を 7 年保管（前提・選べない）	新規: 機能追加	保存期限を過ぎたデータを実際に消去する処理。初期リリースでは準備のみ	機能仕様書 1 本（準備範囲の宣言を含む）。起算日の考え方と、初期リリースでは実行しない旨が明記されレビュー承認済み
